workload,strategy,property,mutations,mode,discards,tests,shrinks,time
"rbt-rocq","SpecificationBasedGenerator","DeleteValid",["miscolor_balRight"],"solve",326951.30,366.10,0.00,6.0499
"rbt-rocq","SpecificationBasedGenerator","DeleteValid",["miscolor_join_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","SpecificationBasedGenerator","DeleteValid",["miscolor_join_2"],"solve",205.80,3.00,0.00,0.0068
"rbt-rocq","SpecificationBasedGenerator","DeleteValid",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","SpecificationBasedGenerator","DeleteValid",["swap_cd"],"solve",0.00,262.40,0.00,0.5163
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["delete_4"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["delete_5"],"solve",26992.50,15770.40,0.00,11.2180
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["miscolor_balLeft"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["miscolor_balRight"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["miscolor_join_2"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteDelete",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteModel",["delete_4"],"solve",5.90,0.70,0.00,0.0002
"rbt-rocq","TypeBasedGenerator","DeleteModel",["delete_5"],"solve",2217.90,19.50,0.00,0.8172
"rbt-rocq","TypeBasedGenerator","DeleteModel",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteModel",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeletePost",["delete_4"],"solve",59.50,4.70,0.00,0.0207
"rbt-rocq","TypeBasedGenerator","DeletePost",["delete_5"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeletePost",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeletePost",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["delete_4"],"solve",2.30,0.00,0.00,0.0001
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["insert_1"],"solve",174.30,102.40,0.00,0.0589
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["insert_2"],"solve",68.30,13.60,0.00,0.0239
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["delete_5"],"solve",99.60,105.40,0.00,0.0381
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["miscolor_insert"],"solve",55.90,0.00,0.00,0.0242
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["no_balance_insert_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["no_balance_insert_2"],"solve",0.00,61.00,0.00,0.1102
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","DeleteInsert",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertDelete",["delete_4"],"solve",2.50,0.00,0.00,0.0000
"rbt-rocq","TypeBasedGenerator","InsertDelete",["insert_2"],"solve",160.00,77.60,0.00,0.0576
"rbt-rocq","TypeBasedGenerator","InsertDelete",["insert_3"],"solve",1317.80,2394.80,0.00,0.5193
"rbt-rocq","TypeBasedGenerator","InsertDelete",["no_balance_insert_1"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertDelete",["no_balance_insert_2"],"solve",0.00,9.40,0.00,0.1222
"rbt-rocq","TypeBasedGenerator","InsertDelete",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertDelete",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertPost",["insert_1"],"solve",132.20,195.80,0.00,0.0525
"rbt-rocq","TypeBasedGenerator","InsertPost",["insert_2"],"solve",98.10,10.10,0.00,0.0478
"rbt-rocq","TypeBasedGenerator","InsertPost",["insert_3"],"solve",2246.90,2626.60,0.00,0.7787
"rbt-rocq","TypeBasedGenerator","InsertPost",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertPost",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertModel",["insert_1"],"solve",4.60,0.00,0.00,0.0003
"rbt-rocq","TypeBasedGenerator","InsertModel",["insert_2"],"solve",9.10,5.20,0.00,0.0011
"rbt-rocq","TypeBasedGenerator","InsertModel",["insert_3"],"solve",95.10,16.40,0.00,0.0366
"rbt-rocq","TypeBasedGenerator","InsertModel",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertModel",["swap_cd"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertInsert",["insert_1"],"solve",2.20,0.00,0.00,0.0000
"rbt-rocq","TypeBasedGenerator","InsertInsert",["insert_2"],"solve",2.80,0.00,0.00,0.0000
"rbt-rocq","TypeBasedGenerator","InsertInsert",["insert_3"],"solve",7.40,0.40,0.00,0.0009
"rbt-rocq","TypeBasedGenerator","InsertInsert",["swap_bc"],"solve",NaN,NaN,NaN,NaN
"rbt-rocq","TypeBasedGenerator","InsertInsert",["swap_cd"],"solve",0.00,945.70,0.00,1.0215
"rbt-rocq","TypeBasedGenerator","InsertValid",["miscolor_insert"],"solve",4.10,0.90,0.00,0.0001
"rbt-rocq","TypeBasedGenerator","InsertValid",["no_balance_insert_1"],"solve",625.40,99.30,0.00,0.2272
"rbt-rocq","TypeBasedGenerator","InsertValid",["no_balance_insert_2"],"solve",0.00,0.00,0.00,0.0002
